ElapsedTime,PacketLossRate
0.000,0.9995
0.000,0.9988
0.007,0.9981
0.020,0.9975
0.034,0.9974
0.045,0.9969
0.060,0.9963
0.073,0.9958
0.089,0.9952
0.101,0.9949
0.114,0.9939
0.129,0.9935
0.143,0.9932
0.156,0.9925
0.170,0.9919
0.184,0.9916
0.197,0.9916
0.212,0.9916
0.225,0.9916
0.239,0.9916
0.253,0.9916
0.267,0.9916
0.281,0.9916
0.294,0.9916
0.309,0.9916
0.323,0.9916
0.336,0.9916
0.350,0.9916
0.364,0.9916
0.378,0.9916
0.392,0.9916
0.406,0.9916
0.420,0.9916
0.433,0.9916
0.448,0.9916
0.461,0.9916
0.475,0.9866
0.493,0.9866
0.503,0.9812
0.524,0.9799
0.532,0.9799
0.545,0.9799
0.558,0.9795
0.574,0.9782
0.587,0.9777
0.601,0.9774
0.614,0.9770
0.628,0.9762
0.643,0.9757
0.656,0.9757
0.670,0.9749
0.685,0.9742
0.699,0.9735
0.712,0.9729
0.726,0.9729
0.739,0.9729
0.753,0.9729
0.767,0.9729
0.781,0.9729
0.794,0.9729
0.809,0.9729
0.822,0.9729
0.836,0.9728
0.852,0.9723
0.866,0.9718
0.880,0.9712
0.892,0.9704
0.907,0.9701
0.920,0.9695
0.934,0.9689
0.948,0.9682
0.962,0.9678
0.976,0.9672
0.990,0.9665
1.007,0.9661
1.019,0.9656
1.031,0.9651
1.045,0.9645
1.059,0.9639
1.073,0.9633
1.087,0.9633
1.100,0.9633
1.114,0.9633
1.128,0.9633
1.142,0.9633
1.155,0.9633
1.170,0.9633
1.184,0.9633
1.197,0.9633
1.211,0.9633
1.225,0.9633
1.239,0.9633
1.253,0.9633
1.267,0.9633
1.281,0.9633
1.294,0.9616
1.311,0.9563
1.327,0.9539
1.337,0.9538
1.350,0.9538
1.364,0.9538
1.378,0.9538
1.391,0.9538
1.406,0.9538
1.420,0.9531
1.433,0.9524
1.448,0.9517
1.462,0.9514
1.475,0.9510
1.490,0.9502
1.503,0.9494
1.517,0.9488
1.531,0.9482
1.545,0.9477
1.559,0.9474
1.572,0.9469
1.587,0.9463
1.601,0.9458
1.614,0.9452
1.628,0.9446
1.643,0.9446
1.655,0.9446
1.670,0.9446
1.683,0.9446
1.697,0.9446
1.711,0.9446
1.725,0.9422
1.741,0.9422
1.753,0.9402
1.768,0.9394
1.783,0.9391
1.795,0.9387
1.809,0.9380
1.823,0.9377
1.836,0.9373
1.850,0.9366
1.865,0.9365
1.878,0.9363
1.891,0.9362
1.906,0.9362
1.919,0.9362
1.933,0.9362
1.947,0.9362
1.961,0.9360
1.975,0.9352
1.989,0.9348
2.003,0.9343
2.017,0.9335
2.031,0.9335
2.045,0.9329
2.060,0.9321
2.073,0.9315
2.087,0.9312
2.100,0.9312
2.114,0.9312
2.128,0.9312
2.142,0.9312
2.155,0.9303
2.170,0.9296
2.184,0.9290
2.198,0.9284
2.212,0.9273
2.226,0.9265
2.240,0.9261
2.253,0.9254
2.268,0.9251
2.281,0.9245
2.295,0.9242
2.309,0.9242
2.322,0.9242
2.336,0.9242
2.350,0.9240
2.364,0.9226
2.379,0.9219
