ElapsedTime,PacketLossRate
0.000,0.9995
0.000,0.9986
0.014,0.9979
0.027,0.9976
0.039,0.9971
0.057,0.9963
0.068,0.9957
0.081,0.9955
0.095,0.9951
0.109,0.9946
0.123,0.9941
0.137,0.9935
0.151,0.9928
0.164,0.9922
0.177,0.9915
0.192,0.9906
0.207,0.9906
0.219,0.9906
0.233,0.9906
0.247,0.9906
0.260,0.9906
0.275,0.9906
0.289,0.9906
0.303,0.9906
0.316,0.9906
0.331,0.9906
0.345,0.9906
0.358,0.9906
0.372,0.9906
0.386,0.9906
0.400,0.9906
0.414,0.9906
0.428,0.9906
0.442,0.9906
0.455,0.9906
0.469,0.9906
0.484,0.9852
0.504,0.9840
0.514,0.9801
0.527,0.9794
0.539,0.9794
0.553,0.9785
0.567,0.9778
0.580,0.9770
0.596,0.9769
0.608,0.9764
0.622,0.9756
0.636,0.9751
0.650,0.9748
0.666,0.9742
0.679,0.9729
0.693,0.9724
0.706,0.9722
0.719,0.9722
0.733,0.9722
0.747,0.9722
0.760,0.9722
0.774,0.9722
0.788,0.9722
0.803,0.9722
0.816,0.9722
0.830,0.9721
0.845,0.9718
0.858,0.9711
0.872,0.9706
0.886,0.9700
0.900,0.9690
0.914,0.9686
0.928,0.9681
0.942,0.9675
0.958,0.9670
0.970,0.9665
0.983,0.9659
0.997,0.9654
1.011,0.9649
1.025,0.9644
1.038,0.9638
1.054,0.9631
1.067,0.9625
1.080,0.9625
1.094,0.9625
1.108,0.9625
1.122,0.9625
1.135,0.9625
1.150,0.9625
1.164,0.9625
1.177,0.9625
1.192,0.9625
1.205,0.9625
1.218,0.9625
1.233,0.9625
1.247,0.9625
1.260,0.9625
1.275,0.9611
1.290,0.9611
1.303,0.9587
1.317,0.9587
1.330,0.9572
1.345,0.9528
1.366,0.9526
1.386,0.9526
1.399,0.9525
1.414,0.9520
1.428,0.9513
1.441,0.9507
1.456,0.9502
1.469,0.9496
1.483,0.9491
1.497,0.9481
1.511,0.9477
1.525,0.9472
1.538,0.9466
1.553,0.9462
1.567,0.9458
1.580,0.9450
1.595,0.9445
1.610,0.9442
1.622,0.9437
1.635,0.9435
1.650,0.9435
1.663,0.9435
1.677,0.9435
1.691,0.9435
1.705,0.9435
1.718,0.9435
1.733,0.9410
1.749,0.9410
1.761,0.9384
1.777,0.9378
1.789,0.9375
1.802,0.9367
1.816,0.9362
1.830,0.9357
1.844,0.9351
1.858,0.9346
1.872,0.9346
1.885,0.9346
1.899,0.9346
1.913,0.9346
