ElapsedTime,PacketLossRate
0.000,0.9990
0.000,0.9978
0.016,0.9976
0.026,0.9973
0.041,0.9959
0.057,0.9956
0.067,0.9956
0.081,0.9951
0.096,0.9948
0.109,0.9941
0.123,0.9934
0.138,0.9927
0.150,0.9922
0.165,0.9916
0.179,0.9912
0.193,0.9909
0.206,0.9905
0.220,0.9905
0.234,0.9905
0.247,0.9905
0.262,0.9905
0.276,0.9905
0.289,0.9905
0.304,0.9905
0.318,0.9905
0.331,0.9905
0.345,0.9905
0.359,0.9905
0.373,0.9905
0.386,0.9905
0.401,0.9905
0.415,0.9905
0.428,0.9905
0.443,0.9905
0.457,0.9905
0.470,0.9905
0.484,0.9867
0.501,0.9797
0.516,0.9797
0.526,0.9777
0.541,0.9769
0.556,0.9760
0.567,0.9759
0.582,0.9757
0.596,0.9750
0.610,0.9745
0.624,0.9738
0.638,0.9735
0.650,0.9723
0.666,0.9716
0.679,0.9706
0.693,0.9706
0.706,0.9706
0.720,0.9706
0.734,0.9706
0.747,0.9706
0.762,0.9706
0.776,0.9706
0.789,0.9705
0.804,0.9696
0.819,0.9691
0.832,0.9684
0.846,0.9678
0.859,0.9669
0.873,0.9662
0.886,0.9656
0.901,0.9649
0.915,0.9644
0.928,0.9639
0.942,0.9632
0.956,0.9627
0.971,0.9620
0.984,0.9613
0.998,0.9608
1.012,0.9602
1.026,0.9600
1.040,0.9600
1.054,0.9600
1.067,0.9600
1.081,0.9600
1.095,0.9600
1.109,0.9600
1.123,0.9600
1.137,0.9600
1.150,0.9600
1.165,0.9600
1.179,0.9600
1.192,0.9600
1.206,0.9600
1.220,0.9600
1.234,0.9580
1.250,0.9580
1.262,0.9554
1.277,0.9505
1.293,0.9500
1.304,0.9499
1.317,0.9499
1.330,0.9499
1.345,0.9499
1.359,0.9495
1.373,0.9490
1.387,0.9487
1.401,0.9480
1.418,0.9472
1.430,0.9465
1.443,0.9458
1.457,0.9451
1.470,0.9445
1.485,0.9439
1.498,0.9434
1.512,0.9428
1.526,0.9423
1.540,0.9416
1.554,0.9412
1.567,0.9406
1.582,0.9404
1.595,0.9404
1.608,0.9404
1.623,0.9404
1.637,0.9404
1.650,0.9404
1.665,0.9404
1.678,0.9404
1.692,0.9404
1.706,0.9404
1.720,0.9404
1.734,0.9342
1.751,0.9340
1.762,0.9331
1.777,0.9326
1.790,0.9321
1.804,0.9316
1.818,0.9309
1.833,0.9308
1.845,0.9308
1.859,0.9308
1.873,0.9308
1.886,0.9308
1.900,0.9306
1.915,0.9303
1.928,0.9293
1.943,0.9289
1.957,0.9282
1.970,0.9276
1.984,0.9269
1.998,0.9264
2.012,0.9259
2.026,0.9254
2.040,0.9247
2.054,0.9242
2.068,0.9233
2.082,0.9227
2.096,0.9218
2.109,0.9213
2.123,0.9206
2.137,0.9200
2.151,0.9190
2.166,0.9185
2.179,0.9181
2.193,0.9174
2.206,0.9166
2.222,0.9158
2.235,0.9151
2.248,0.9144
2.263,0.9142
2.276,0.9142
2.289,0.9142
2.303,0.9142
2.317,0.9141
