ElapsedTime,PacketLossRate
0.000,0.9966
0.000,0.9933
0.009,0.9899
0.023,0.9866
0.036,0.9832
0.051,0.9820
0.063,0.9820
0.076,0.9820
0.090,0.9820
0.104,0.9786
0.120,0.9754
0.140,0.9721
0.148,0.9690
0.161,0.9659
0.175,0.9625
0.191,0.9595
0.205,0.9563
0.216,0.9529
0.233,0.9497
0.244,0.9464
0.258,0.9432
0.275,0.9400
0.289,0.9367
0.299,0.9336
0.315,0.9304
0.329,0.9271
0.341,0.9237
0.357,0.9204
0.369,0.9172
0.382,0.9142
0.397,0.9108
0.411,0.9076
0.425,0.9043
0.438,0.9011
0.453,0.8979
0.467,0.8947
0.479,0.8915
0.494,0.8882
0.508,0.8848
0.520,0.8815
0.535,0.8781
0.550,0.8748
0.564,0.8717
0.579,0.8684
0.591,0.8652
0.604,0.8618
0.618,0.8586
0.633,0.8555
0.646,0.8521
0.660,0.8488
0.673,0.8454
0.688,0.8422
0.702,0.8389
0.717,0.8357
0.729,0.8325
0.745,0.8293
0.757,0.8261
0.772,0.8228
0.785,0.8194
0.798,0.8162
0.813,0.8129
0.827,0.8095
0.859,0.8062
0.869,0.8028
0.882,0.7996
0.896,0.7964
0.909,0.7931
0.924,0.7897
0.942,0.7864
0.953,0.7832
0.966,0.7800
0.980,0.7766
0.993,0.7735
1.007,0.7701
1.020,0.7668
1.038,0.7636
1.048,0.7604
1.062,0.7572
1.077,0.7538
1.090,0.7506
1.105,0.7474
1.122,0.7444
1.135,0.7411
1.145,0.7379
1.159,0.7348
1.174,0.7317
1.187,0.7285
1.201,0.7253
1.215,0.7222
1.230,0.7189
1.243,0.7155
1.257,0.7122
1.272,0.7092
1.284,0.7060
1.298,0.7029
1.312,0.6997
1.326,0.6966
1.340,0.6934
1.354,0.6903
1.367,0.6873
1.382,0.6841
1.396,0.6809
1.410,0.6779
1.426,0.6745
1.436,0.6713
1.450,0.6683
1.464,0.6651
1.478,0.6619
1.493,0.6587
1.505,0.6557
1.519,0.6524
1.535,0.6493
1.549,0.6465
