ElapsedTime,PacketLossRate
0.000,0.9990
0.000,0.9981
0.020,0.9978
0.030,0.9971
0.048,0.9965
0.059,0.9963
0.072,0.9955
0.086,0.9943
0.101,0.9941
0.114,0.9939
0.127,0.9938
0.141,0.9930
0.156,0.9925
0.169,0.9917
0.183,0.9912
0.197,0.9906
0.211,0.9906
0.224,0.9906
0.238,0.9906
0.252,0.9906
0.266,0.9906
0.280,0.9906
0.294,0.9906
0.307,0.9906
0.322,0.9906
0.335,0.9906
0.349,0.9906
0.363,0.9906
0.377,0.9906
0.391,0.9906
0.405,0.9906
0.419,0.9906
0.433,0.9850
0.454,0.9850
0.462,0.9850
0.475,0.9850
0.488,0.9850
0.502,0.9807
0.519,0.9794
0.531,0.9794
0.544,0.9794
0.558,0.9794
0.571,0.9794
0.585,0.9794
0.599,0.9789
0.614,0.9785
0.627,0.9781
0.641,0.9775
0.656,0.9769
0.669,0.9761
0.683,0.9750
0.699,0.9750
0.710,0.9740
0.726,0.9735
0.739,0.9726
0.753,0.9722
0.765,0.9722
0.780,0.9722
0.793,0.9722
0.807,0.9722
0.822,0.9722
0.835,0.9719
0.850,0.9714
0.863,0.9708
0.877,0.9702
0.891,0.9695
0.905,0.9690
0.919,0.9683
0.933,0.9676
0.948,0.9670
0.961,0.9663
0.974,0.9659
0.988,0.9654
1.002,0.9649
1.016,0.9643
1.029,0.9636
1.046,0.9631
1.058,0.9630
1.071,0.9630
1.085,0.9630
1.099,0.9630
1.113,0.9630
1.126,0.9630
1.141,0.9630
1.155,0.9630
1.168,0.9630
1.182,0.9630
1.196,0.9630
1.210,0.9606
1.226,0.9606
1.238,0.9606
1.252,0.9606
1.265,0.9604
1.280,0.9604
1.294,0.9604
1.307,0.9604
1.321,0.9604
1.336,0.9528
1.358,0.9526
1.379,0.9526
1.390,0.9526
1.404,0.9521
1.419,0.9517
1.432,0.9510
1.446,0.9502
1.461,0.9497
1.474,0.9493
1.489,0.9483
1.503,0.9475
1.517,0.9470
1.529,0.9466
1.544,0.9461
1.559,0.9459
1.571,0.9454
1.586,0.9450
1.599,0.9445
1.614,0.9438
1.627,0.9434
1.642,0.9434
1.654,0.9434
1.668,0.9434
1.682,0.9434
1.696,0.9434
1.710,0.9434
1.724,0.9411
