ElapsedTime,PacketLossRate
0.000,0.9992
0.000,0.9983
0.017,0.9983
0.029,0.9983
0.042,0.9983
0.056,0.9983
0.070,0.9975
0.085,0.9974
0.098,0.9970
0.112,0.9964
0.126,0.9957
0.140,0.9951
0.156,0.9951
0.168,0.9951
0.181,0.9951
0.195,0.9942
0.210,0.9940
0.225,0.9940
0.236,0.9940
0.251,0.9940
0.264,0.9940
0.278,0.9940
0.292,0.9940
0.306,0.9940
0.320,0.9940
0.334,0.9940
0.348,0.9940
0.361,0.9940
0.376,0.9940
0.390,0.9940
0.404,0.9940
0.417,0.9940
0.431,0.9940
0.445,0.9940
0.459,0.9940
0.473,0.9940
0.487,0.9940
0.500,0.9940
0.515,0.9911
0.531,0.9911
0.543,0.9911
0.556,0.9889
0.572,0.9889
0.584,0.9889
0.598,0.9889
0.612,0.9855
0.630,0.9855
0.641,0.9855
0.653,0.9855
0.667,0.9855
0.681,0.9855
0.695,0.9855
0.709,0.9855
0.723,0.9855
0.736,0.9855
0.751,0.9789
0.767,0.9789
0.778,0.9789
0.792,0.9702
0.812,0.9676
0.822,0.9676
0.834,0.9670
0.849,0.9668
0.862,0.9666
0.876,0.9664
0.890,0.9664
0.903,0.9664
0.917,0.9661
0.932,0.9655
0.946,0.9651
0.959,0.9645
0.973,0.9638
0.987,0.9630
1.001,0.9628
1.015,0.9628
1.028,0.9628
1.042,0.9628
1.056,0.9625
1.070,0.9625
1.084,0.9625
1.097,0.9625
1.112,0.9625
1.126,0.9625
1.139,0.9625
1.153,0.9625
1.167,0.9625
1.181,0.9625
1.196,0.9625
1.209,0.9625
1.223,0.9625
1.236,0.9625
1.251,0.9625
1.265,0.9625
1.278,0.9625
1.293,0.9625
1.306,0.9625
1.320,0.9625
1.334,0.9625
1.348,0.9625
1.362,0.9581
1.379,0.9487
1.394,0.9481
1.403,0.9479
1.416,0.9479
1.431,0.9479
1.445,0.9478
1.458,0.9478
1.473,0.9478
1.487,0.9478
1.500,0.9468
1.516,0.9468
1.529,0.9468
1.542,0.9468
1.556,0.9468
1.570,0.9468
1.584,0.9468
1.597,0.9468
1.612,0.9468
1.626,0.9466
1.639,0.9464
1.653,0.9459
1.667,0.9453
1.684,0.9442
1.698,0.9440
1.709,0.9440
1.723,0.9440
1.736,0.9440
1.750,0.9432
1.765,0.9429
1.778,0.9425
1.792,0.9415
1.807,0.9412
1.820,0.9410
1.834,0.9410
1.848,0.9410
1.861,0.9410
1.875,0.9410
1.889,0.9410
1.903,0.9408
1.917,0.9338
1.935,0.9327
1.946,0.9327
1.958,0.9325
1.972,0.9323
1.986,0.9323
1.999,0.9323
2.014,0.9323
2.028,0.9323
2.041,0.9312
2.057,0.9304
2.070,0.9296
2.084,0.9293
2.097,0.9285
2.112,0.9281
2.126,0.9281
2.139,0.9281
2.153,0.9281
2.167,0.9270
2.182,0.9259
2.195,0.9251
2.209,0.9238
2.224,0.9234
2.236,0.9232
2.250,0.9227
2.265,0.9227
2.278,0.9227
2.292,0.9227
2.306,0.9227
2.319,0.9223
2.334,0.9210
2.348,0.9195
2.362,0.9147
2.378,0.9098
2.392,0.9051
2.408,0.9051
2.416,0.9051
2.431,0.9051
2.444,0.9051
2.458,0.9044
2.472,0.9042
2.487,0.9038
2.500,0.9031
2.515,0.9023
2.529,0.9021
2.541,0.9021
2.556,0.9021
2.570,0.9021
2.584,0.9017
2.597,0.9008
2.612,0.9000
2.626,0.8993
2.639,0.8985
2.653,0.8976
2.671,0.8968
2.683,0.8963
2.695,0.8963
2.708,0.8963
2.722,0.8963
2.736,0.8963
2.750,0.8951
2.765,0.8946
2.778,0.8938
2.792,0.8934
2.806,0.8925
2.820,0.8923
2.834,0.8923
2.848,0.8923
2.861,0.8923
2.875,0.8917
2.890,0.8908
2.903,0.8900
