ElapsedTime,PacketLossRate
0.000,0.9993
0.000,0.9975
0.015,0.9963
0.027,0.9959
0.041,0.9945
0.055,0.9935
0.072,0.9924
0.086,0.9917
0.096,0.9906
0.111,0.9894
0.125,0.9887
0.138,0.9880
0.152,0.9876
0.165,0.9871
0.178,0.9859
0.196,0.9850
0.207,0.9843
0.221,0.9834
0.237,0.9825
0.248,0.9816
0.263,0.9811
0.275,0.9811
0.290,0.9811
0.303,0.9811
0.317,0.9811
0.331,0.9811
0.345,0.9811
0.359,0.9811
0.373,0.9811
0.387,0.9811
0.401,0.9811
0.414,0.9811
0.429,0.9811
0.442,0.9811
0.456,0.9811
0.470,0.9811
0.484,0.9811
0.498,0.9811
0.512,0.9811
0.526,0.9811
0.540,0.9703
0.560,0.9643
0.570,0.9638
0.582,0.9634
0.595,0.9629
0.609,0.9625
0.624,0.9615
0.637,0.9601
0.653,0.9595
0.665,0.9585
0.679,0.9576
0.693,0.9569
0.707,0.9558
0.721,0.9551
0.734,0.9539
0.749,0.9525
0.763,0.9523
0.775,0.9516
0.790,0.9507
0.804,0.9500
0.817,0.9493
0.832,0.9484
0.846,0.9477
0.859,0.9466
0.873,0.9463
0.887,0.9463
0.901,0.9463
0.914,0.9463
0.929,0.9463
0.942,0.9463
0.956,0.9456
0.970,0.9443
0.985,0.9440
0.998,0.9426
1.012,0.9417
1.027,0.9408
1.041,0.9399
1.054,0.9392
1.068,0.9376
1.082,0.9373
1.095,0.9373
1.109,0.9369
1.124,0.9369
1.137,0.9367
1.151,0.9367
1.165,0.9367
1.178,0.9367
1.193,0.9364
1.207,0.9364
1.220,0.9360
1.235,0.9360
1.248,0.9355
1.262,0.9350
1.276,0.9350
1.293,0.9350
1.306,0.9350
1.317,0.9350
1.332,0.9350
1.346,0.9346
1.360,0.9334
1.373,0.9318
1.389,0.9311
1.401,0.9304
1.415,0.9297
1.429,0.9295
1.443,0.9295
1.456,0.9295
1.470,0.9295
1.484,0.9295
1.498,0.9295
1.512,0.9293
1.526,0.9284
1.540,0.9274
1.554,0.9265
1.568,0.9258
1.582,0.9258
1.595,0.9258
1.609,0.9258
1.624,0.9258
1.636,0.9251
1.651,0.9238
1.665,0.9231
1.679,0.9226
1.693,0.9221
1.707,0.9214
1.721,0.9205
1.734,0.9194
1.748,0.9185
1.762,0.9185
1.775,0.9166
1.791,0.9161
1.804,0.9157
1.817,0.9145
1.833,0.9138
1.846,0.9132
1.860,0.9120
1.873,0.9113
1.888,0.9113
1.901,0.9113
1.914,0.9109
1.929,0.9095
1.943,0.9085
1.957,0.9074
1.971,0.9065
1.984,0.9056
1.998,0.9053
2.012,0.9053
2.026,0.9053
2.039,0.9053
2.053,0.9042
2.068,0.9028
2.082,0.9019
2.095,0.9005
2.110,0.8993
2.124,0.8993
2.136,0.8984
2.151,0.8975
2.165,0.8975
2.178,0.8975
2.193,0.8975
2.206,0.8963
2.221,0.8963
2.234,0.8947
2.249,0.8945
2.262,0.8938
2.276,0.8936
2.290,0.8917
2.305,0.8913
2.317,0.8913
2.332,0.8908
2.345,0.8897
2.360,0.8890
2.373,0.8880
2.388,0.8874
2.401,0.8867
2.414,0.8855
2.430,0.8846
2.443,0.8837
2.457,0.8827
2.471,0.8827
2.484,0.8825
2.498,0.8814
2.512,0.8804
2.527,0.8795
2.540,0.8786
2.554,0.8777
2.568,0.8770
2.582,0.8761
2.596,0.8751
2.610,0.8742
2.624,0.8731
2.637,0.8721
2.651,0.8710
2.666,0.8705
2.678,0.8696
2.694,0.8696
2.707,0.8696
2.720,0.8696
2.734,0.8689
2.748,0.8680
2.763,0.8675
2.776,0.8662
2.790,0.8657
2.804,0.8645
2.818,0.8641
2.832,0.8641
2.845,0.8641
2.859,0.8639
2.873,0.8629
2.888,0.8622
2.901,0.8620
2.914,0.8611
2.929,0.8606
2.943,0.8590
2.957,0.8586
2.971,0.8567
2.985,0.8563
2.998,0.8560
3.012,0.8560
3.026,0.8560
3.040,0.8560
3.053,0.8556
3.068,0.8553
3.081,0.8542
3.096,0.8533
3.110,0.8526
3.124,0.8514
3.137,0.8507
3.151,0.8505
3.165,0.8503
3.178,0.8500
3.193,0.8489
3.207,0.8477
3.221,0.8470
3.235,0.8459
3.249,0.8450
3.262,0.8440
3.276,0.8431
3.291,0.8424
3.304,0.8417
3.318,0.8408
3.332,0.8397
3.350,0.8387
3.365,0.8383
3.373,0.8371
3.388,0.8360
3.401,0.8353
3.415,0.8348
3.429,0.8339
3.443,0.8332
3.456,0.8323
3.471,0.8316
3.484,0.8307
3.498,0.8298
3.512,0.8288
3.527,0.8279
3.540,0.8275
3.554,0.8268
3.568,0.8261
3.582,0.8254
3.596,0.8242
3.610,0.8235
3.624,0.8231
3.637,0.8222
