ElapsedTime,PacketLossRate
0.000,0.9991
0.000,0.9965
0.013,0.9952
0.027,0.9940
0.040,0.9931
0.053,0.9922
0.067,0.9917
0.081,0.9917
0.094,0.9917
0.108,0.9912
0.123,0.9906
0.136,0.9896
0.151,0.9887
0.165,0.9880
0.178,0.9871
0.191,0.9866
0.205,0.9866
0.219,0.9866
0.233,0.9866
0.246,0.9862
0.261,0.9848
0.280,0.9848
0.290,0.9848
0.303,0.9848
0.316,0.9848
0.330,0.9848
0.344,0.9848
0.358,0.9848
0.371,0.9848
0.386,0.9848
0.400,0.9848
0.414,0.9848
0.427,0.9848
0.441,0.9848
0.455,0.9848
0.469,0.9848
0.483,0.9848
0.497,0.9848
0.510,0.9848
0.525,0.9848
0.539,0.9848
0.553,0.9848
0.566,0.9848
0.580,0.9848
0.595,0.9848
0.608,0.9848
0.622,0.9848
0.636,0.9848
0.649,0.9848
0.664,0.9848
0.678,0.9804
0.697,0.9804
0.705,0.9804
0.719,0.9788
0.734,0.9767
0.747,0.9744
0.761,0.9744
0.774,0.9744
0.788,0.9744
0.802,0.9744
0.816,0.9744
0.830,0.9721
0.845,0.9721
0.858,0.9721
0.872,0.9721
0.886,0.9721
0.900,0.9721
0.913,0.9721
0.927,0.9721
0.941,0.9721
0.955,0.9721
0.969,0.9721
0.983,0.9721
0.997,0.9721
1.011,0.9721
1.025,0.9721
1.039,0.9721
1.052,0.9721
1.066,0.9721
1.080,0.9631
1.099,0.9604
1.110,0.9604
1.122,0.9585
1.138,0.9585
1.149,0.9585
1.164,0.9585
1.178,0.9585
1.191,0.9516
1.208,0.9516
1.219,0.9516
1.233,0.9516
1.246,0.9516
1.261,0.9507
1.275,0.9507
1.288,0.9484
1.303,0.9484
1.316,0.9468
1.331,0.9468
1.344,0.9468
1.358,0.9468
1.371,0.9468
1.386,0.9468
1.399,0.9468
1.413,0.9466
1.427,0.9461
1.441,0.9461
1.455,0.9452
1.469,0.9371
1.487,0.9367
1.497,0.9367
1.510,0.9367
1.524,0.9367
1.538,0.9353
1.553,0.9330
1.567,0.9314
1.581,0.9290
1.596,0.9261
1.608,0.9256
1.622,0.9256
1.635,0.9256
1.649,0.9256
1.663,0.9249
1.677,0.9231
1.691,0.9221
1.705,0.9217
1.719,0.9208
1.733,0.9182
1.747,0.9182
1.760,0.9182
1.774,0.9182
1.788,0.9182
1.802,0.9166
1.817,0.9155
1.831,0.9143
1.844,0.9134
1.858,0.9113
1.872,0.9111
1.886,0.9109
1.900,0.9102
1.914,0.9102
1.927,0.9102
1.941,0.9102
1.955,0.9102
1.968,0.9085
1.983,0.9072
1.997,0.9058
2.010,0.9049
2.025,0.9049
2.038,0.9049
2.052,0.9049
2.066,0.9049
2.080,0.9049
2.094,0.9044
