ElapsedTime,PacketLossRate
0.000,0.9998
0.000,0.9988
0.016,0.9981
0.028,0.9973
0.041,0.9963
0.056,0.9952
0.070,0.9938
0.083,0.9930
0.097,0.9921
0.111,0.9915
0.124,0.9907
0.139,0.9899
0.153,0.9892
0.165,0.9884
0.180,0.9880
0.194,0.9880
0.207,0.9880
0.221,0.9880
0.235,0.9880
0.249,0.9880
0.262,0.9880
0.276,0.9880
0.290,0.9880
0.304,0.9880
0.318,0.9880
0.332,0.9880
0.345,0.9880
0.360,0.9880
0.374,0.9880
0.388,0.9880
0.401,0.9880
0.415,0.9880
0.429,0.9880
0.443,0.9880
0.457,0.9880
0.471,0.9880
0.484,0.9807
0.507,0.9776
0.514,0.9704
0.530,0.9690
0.541,0.9683
0.556,0.9677
0.568,0.9673
0.581,0.9667
0.596,0.9658
0.610,0.9648
0.624,0.9642
0.638,0.9632
0.655,0.9625
0.665,0.9617
0.679,0.9607
0.694,0.9603
0.707,0.9592
0.721,0.9588
0.735,0.9580
0.749,0.9574
0.762,0.9567
0.777,0.9559
0.791,0.9551
0.804,0.9545
0.818,0.9536
0.832,0.9530
0.846,0.9522
0.860,0.9518
0.874,0.9514
0.888,0.9499
0.901,0.9491
0.916,0.9491
0.929,0.9491
0.942,0.9491
0.957,0.9491
0.971,0.9491
0.984,0.9491
0.999,0.9485
1.013,0.9470
1.027,0.9462
1.040,0.9454
1.055,0.9445
1.069,0.9439
1.082,0.9435
1.096,0.9431
1.110,0.9431
1.123,0.9431
1.138,0.9431
1.151,0.9431
1.165,0.9429
1.179,0.9429
1.193,0.9425
1.207,0.9422
1.221,0.9416
1.235,0.9416
1.249,0.9416
1.262,0.9416
1.276,0.9416
1.290,0.9416
1.304,0.9414
1.318,0.9404
1.332,0.9398
1.346,0.9387
1.360,0.9383
1.374,0.9377
1.389,0.9369
1.402,0.9367
1.416,0.9367
1.429,0.9367
1.443,0.9367
1.457,0.9367
1.471,0.9367
1.484,0.9360
1.499,0.9348
1.513,0.9338
1.526,0.9333
1.541,0.9333
1.554,0.9333
1.568,0.9333
1.581,0.9333
1.596,0.9327
1.610,0.9317
1.624,0.9304
1.638,0.9296
1.653,0.9292
1.665,0.9284
1.679,0.9276
1.694,0.9267
1.707,0.9267
1.721,0.9267
1.735,0.9257
1.748,0.9249
1.762,0.9236
1.777,0.9228
1.790,0.9226
1.803,0.9218
1.818,0.9207
1.832,0.9203
1.846,0.9203
1.859,0.9203
1.873,0.9199
1.888,0.9191
1.901,0.9178
1.916,0.9166
1.930,0.9158
1.944,0.9149
1.957,0.9149
1.971,0.9149
1.984,0.9149
1.998,0.9147
2.012,0.9141
2.026,0.9129
2.040,0.9116
2.055,0.9112
2.068,0.9110
2.082,0.9102
2.096,0.9091
2.110,0.9083
2.123,0.9079
2.138,0.9079
2.152,0.9079
2.165,0.9073
2.180,0.9069
2.193,0.9064
2.207,0.9052
2.221,0.9046
2.235,0.9044
2.249,0.9044
2.262,0.9037
2.276,0.9027
2.291,0.9023
2.304,0.9011
2.319,0.9004
2.332,0.8992
2.346,0.8986
2.360,0.8982
2.374,0.8973
2.389,0.8967
2.401,0.8959
2.415,0.8951
2.430,0.8946
2.442,0.8944
2.457,0.8936
2.471,0.8926
2.484,0.8919
2.499,0.8909
2.513,0.8903
2.526,0.8895
2.541,0.8890
2.554,0.8882
2.568,0.8874
2.582,0.8868
2.596,0.8857
2.610,0.8849
2.623,0.8837
2.638,0.8828
2.652,0.8828
2.664,0.8828
2.679,0.8828
2.693,0.8824
2.708,0.8818
2.724,0.8810
2.735,0.8806
2.749,0.8793
2.763,0.8785
2.776,0.8779
2.790,0.8779
2.803,0.8779
2.818,0.8779
2.832,0.8775
2.845,0.8762
2.860,0.8762
2.873,0.8758
2.888,0.8750
2.901,0.8737
2.916,0.8733
2.929,0.8721
2.943,0.8710
2.957,0.8708
2.971,0.8704
2.985,0.8704
2.998,0.8704
3.012,0.8704
3.026,0.8692
3.041,0.8688
3.054,0.8684
3.068,0.8677
3.082,0.8673
3.096,0.8659
3.111,0.8659
3.123,0.8655
3.138,0.8650
3.151,0.8640
3.165,0.8634
3.179,0.8623
3.194,0.8613
3.207,0.8605
3.221,0.8599
3.235,0.8592
3.249,0.8584
3.262,0.8578
3.276,0.8570
3.291,0.8563
3.304,0.8557
3.318,0.8549
3.332,0.8539
3.346,0.8530
3.360,0.8524
3.374,0.8518
3.388,0.8510
3.401,0.8503
3.415,0.8497
3.429,0.8491
3.443,0.8483
3.457,0.8479
3.471,0.8470
3.484,0.8464
3.499,0.8460
3.512,0.8454
3.526,0.8445
3.540,0.8441
3.554,0.8433
3.568,0.8427
3.581,0.8421
3.596,0.8412
3.610,0.8404
3.623,0.8398
3.638,0.8390
3.652,0.8383
3.665,0.8375
3.680,0.8367
3.693,0.8363
3.707,0.8356
3.721,0.8350
3.735,0.8344
3.748,0.8338
3.762,0.8330
3.776,0.8319
3.792,0.8313
3.804,0.8307
3.818,0.8303
3.832,0.8296
3.845,0.8290
3.860,0.8282
3.874,0.8272
3.888,0.8267
3.901,0.8257
3.916,0.8251
3.930,0.8245
3.943,0.8238
3.957,0.8230
3.971,0.8222
3.984,0.8218
3.999,0.8216
4.012,0.8209
4.026,0.8201
4.040,0.8193
4.054,0.8189
4.068,0.8181
4.081,0.8176
4.096,0.8168
4.110,0.8162
4.123,0.8156
4.137,0.8149
4.152,0.8145
4.165,0.8135
4.179,0.8125
4.194,0.8118
4.207,0.8110
4.221,0.8106
4.234,0.8098
4.249,0.8089
4.262,0.8083
4.276,0.8075
4.291,0.8067
4.304,0.8056
4.319,0.8048
4.332,0.8040
4.345,0.8031
4.360,0.8023
4.373,0.8017
4.388,0.8009
4.401,0.8000
4.415,0.7996
4.429,0.7986
4.443,0.7978
4.457,0.7969
4.471,0.7963
4.484,0.7955
4.499,0.7947
4.517,0.7938
4.531,0.7934
4.540,0.7928
4.554,0.7922
4.568,0.7916
4.582,0.7905
4.596,0.7901
4.610,0.7901
4.623,0.7901
4.637,0.7895
4.651,0.7884
4.665,0.7880
4.679,0.7872
4.693,0.7864
4.707,0.7856
4.720,0.7845
4.735,0.7837
4.749,0.7831
4.762,0.7822
4.776,0.7818
4.790,0.7812
4.803,0.7800
4.819,0.7795
4.832,0.7795
4.845,0.7795
4.859,0.7795
4.873,0.7795
4.887,0.7795
4.900,0.7795
4.915,0.7795
4.929,0.7795
4.942,0.7740
4.958,0.7733
4.970,0.7729
4.984,0.7721
4.999,0.7715
5.012,0.7704
5.026,0.7694
5.040,0.7686
5.054,0.7678
5.068,0.7675
5.081,0.7671
5.095,0.7667
5.109,0.7661
5.123,0.7653
5.137,0.7644
5.151,0.7638
5.164,0.7632
5.179,0.7622
5.193,0.7613
5.207,0.7603
5.220,0.7601
5.234,0.7595
5.248,0.7586
5.262,0.7580
5.279,0.7574
5.290,0.7560
5.304,0.7549
5.318,0.7547
5.331,0.7547
5.345,0.7547
5.359,0.7543
5.373,0.7543
5.387,0.7524
5.401,0.7516
5.415,0.7510
5.429,0.7502
5.442,0.7493
5.457,0.7487
5.471,0.7481
5.484,0.7481
5.498,0.7481
5.512,0.7481
5.525,0.7468
5.540,0.7458
5.554,0.7458
5.567,0.7448
5.581,0.7442
5.596,0.7421
5.610,0.7410
5.623,0.7406
5.637,0.7398
5.651,0.7392
5.664,0.7390
5.678,0.7388
5.693,0.7379
5.706,0.7371
5.721,0.7363
5.734,0.7357
5.748,0.7348
5.762,0.7348
5.776,0.7340
5.790,0.7328
5.804,0.7319
5.819,0.7315
5.831,0.7309
5.845,0.7303
5.860,0.7295
