ElapsedTime,PacketLossRate
0.000,0.9979
0.000,0.9935
0.014,0.9872
0.027,0.9820
0.043,0.9820
0.050,0.9820
0.065,0.9820
0.078,0.9820
0.092,0.9781
0.108,0.9705
0.126,0.9641
0.139,0.9576
0.152,0.9499
0.171,0.9469
0.191,0.9448
0.204,0.9370
0.225,0.9293
0.249,0.9215
0.263,0.9170
0.274,0.9170
0.285,0.9170
0.299,0.9092
0.320,0.9014
0.346,0.8939
0.365,0.8859
0.391,0.8791
0.418,0.8711
0.444,0.8631
0.470,0.8553
0.484,0.8476
0.497,0.8459
0.507,0.8382
0.528,0.8304
0.554,0.8226
0.567,0.8148
0.588,0.8103
0.607,0.8047
0.623,0.7969
0.651,0.7891
0.666,0.7813
0.679,0.7741
0.695,0.7741
0.702,0.7703
0.720,0.7632
0.736,0.7557
0.767,0.7481
0.790,0.7404
0.804,0.7385
0.814,0.7323
0.830,0.7246
0.865,0.7171
0.887,0.7095
0.900,0.7082
0.910,0.7041
0.926,0.6969
0.943,0.6892
0.960,0.6817
0.984,0.6755
0.994,0.6755
1.005,0.6733
1.022,0.6667
1.037,0.6613
1.050,0.6538
1.070,0.6461
1.086,0.6412
1.098,0.6412
1.105,0.6412
1.116,0.6366
1.132,0.6292
1.149,0.6224
1.164,0.6149
1.188,0.6074
1.200,0.6056
1.210,0.6056
1.218,0.6024
1.229,0.5952
1.246,0.5889
1.258,0.5826
1.271,0.5753
1.287,0.5740
1.297,0.5740
1.309,0.5732
1.324,0.5665
1.344,0.5590
1.358,0.5538
1.370,0.5479
1.386,0.5416
1.400,0.5416
1.407,0.5416
1.421,0.5377
1.437,0.5310
1.453,0.5247
1.472,0.5171
1.489,0.5108
1.499,0.5093
1.509,0.5093
1.518,0.5069
1.534,0.5000
1.551,0.4935
1.565,0.4861
1.579,0.4801
1.591,0.4740
1.606,0.4737
1.616,0.4737
1.629,0.4678
1.648,0.4604
1.663,0.4533
1.677,0.4461
1.693,0.4391
1.706,0.4383
1.714,0.4383
1.727,0.4338
1.744,0.4280
1.762,0.4209
1.775,0.4140
1.789,0.4068
1.802,0.4049
1.813,0.4049
1.824,0.4035
1.840,0.3971
1.856,0.3907
1.870,0.3847
1.884,0.3776
1.898,0.3727
1.916,0.3727
1.926,0.3727
1.936,0.3671
1.954,0.3596
1.969,0.3535
1.983,0.3484
1.994,0.3419
2.010,0.3413
2.020,0.3413
2.032,0.3377
2.048,0.3318
2.064,0.3251
2.085,0.3181
2.100,0.3108
2.117,0.3068
2.129,0.3068
2.137,0.3060
2.144,0.2991
2.162,0.2926
2.176,0.2881
2.190,0.2837
2.204,0.2829
2.215,0.2829
2.226,0.2829
2.241,0.2802
2.257,0.2735
2.272,0.2675
2.287,0.2615
2.301,0.2553
2.317,0.2535
2.329,0.2535
2.340,0.2508
2.355,0.2444
2.370,0.2393
2.385,0.2345
2.397,0.2345
2.408,0.2345
2.422,0.2345
2.435,0.2345
2.449,0.2275
2.471,0.2213
2.483,0.2186
2.493,0.2154
2.508,0.2154
2.519,0.2154
2.533,0.2154
2.546,0.2122
2.562,0.2064
2.578,0.2004
2.591,0.1945
2.606,0.1876
2.623,0.1875
2.632,0.1875
2.643,0.1870
2.658,0.1832
2.674,0.1832
2.685,0.1832
2.699,0.1832
2.713,0.1832
2.726,0.1832
2.741,0.1832
2.755,0.1832
2.768,0.1832
2.783,0.1822
2.799,0.1782
2.817,0.1765
2.827,0.1763
2.838,0.1763
2.852,0.1744
2.868,0.1705
2.885,0.1705
2.896,0.1705
2.908,0.1693
2.923,0.1664
2.938,0.1664
2.949,0.1656
2.964,0.1595
2.983,0.1544
2.995,0.1492
3.023,0.1482
3.040,0.1482
3.050,0.1482
3.059,0.1474
3.072,0.1466
3.086,0.1463
3.101,0.1452
3.114,0.1445
3.127,0.1445
3.141,0.1445
3.154,0.1444
3.168,0.1434
3.184,0.1433
3.199,0.1426
3.210,0.1426
3.227,0.1426
3.240,0.1426
3.251,0.1426
3.265,0.1426
3.280,0.1415
3.296,0.1415
3.309,0.1409
3.322,0.1401
3.336,0.1401
3.348,0.1401
3.363,0.1401
3.377,0.1401
3.391,0.1398
3.406,0.1394
3.420,0.1386
3.438,0.1386
3.447,0.1386
3.460,0.1386
3.474,0.1385
3.488,0.1378
3.504,0.1375
3.518,0.1370
3.533,0.1362
3.544,0.1362
3.557,0.1362
3.570,0.1359
3.585,0.1356
3.600,0.1353
3.613,0.1353
3.628,0.1348
3.641,0.1348
3.654,0.1348
3.668,0.1342
3.683,0.1339
3.697,0.1337
3.710,0.1329
3.725,0.1329
3.739,0.1329
3.752,0.1329
3.765,0.1329
3.780,0.1329
3.794,0.1321
3.808,0.1310
3.826,0.1300
3.842,0.1299
3.863,0.1299
3.877,0.1299
3.891,0.1299
3.905,0.1294
3.920,0.1294
3.934,0.1284
3.947,0.1284
3.960,0.1284
3.974,0.1283
3.988,0.1283
4.003,0.1283
4.016,0.1276
4.030,0.1272
4.044,0.1265
4.058,0.1265
4.072,0.1265
4.085,0.1257
4.100,0.1254
4.114,0.1252
4.127,0.1243
4.144,0.1240
4.156,0.1238
4.168,0.1238
4.183,0.1238
4.198,0.1233
4.211,0.1230
4.226,0.1228
4.239,0.1228
4.253,0.1228
4.266,0.1228
4.280,0.1228
4.294,0.1219
4.309,0.1214
4.323,0.1211
4.337,0.1211
4.351,0.1211
4.365,0.1211
4.378,0.1211
4.392,0.1200
4.407,0.1198
4.420,0.1192
4.437,0.1192
4.450,0.1190
4.462,0.1190
4.476,0.1190
4.489,0.1189
4.504,0.1189
4.518,0.1179
4.533,0.1179
4.546,0.1179
4.560,0.1173
4.573,0.1173
4.586,0.1173
4.601,0.1163
4.615,0.1149
4.629,0.1142
4.643,0.1142
4.657,0.1138
4.670,0.1134
4.684,0.1134
4.697,0.1134
4.712,0.1123
4.729,0.1104
4.743,0.1099
4.755,0.1098
4.768,0.1098
4.781,0.1098
4.795,0.1098
4.809,0.1091
4.824,0.1090
4.838,0.1078
4.851,0.1075
4.865,0.1075
4.878,0.1075
4.892,0.1075
4.905,0.1074
4.921,0.1074
4.935,0.1072
4.948,0.1066
4.963,0.1064
4.976,0.1064
4.989,0.1064
5.004,0.1056
