ElapsedTime,PacketLossRate
0.000,0.9991
0.000,0.9975
0.014,0.9965
0.027,0.9956
0.040,0.9947
0.054,0.9938
0.068,0.9929
0.081,0.9922
0.095,0.9922
0.109,0.9922
0.123,0.9906
0.138,0.9896
0.151,0.9887
0.165,0.9878
0.179,0.9876
0.192,0.9876
0.206,0.9876
0.220,0.9876
0.234,0.9876
0.247,0.9876
0.262,0.9876
0.275,0.9876
0.289,0.9876
0.303,0.9876
0.317,0.9876
0.331,0.9876
0.345,0.9876
0.359,0.9876
0.372,0.9876
0.387,0.9876
0.401,0.9876
0.415,0.9876
0.428,0.9876
0.442,0.9876
0.456,0.9876
0.470,0.9876
0.484,0.9876
0.498,0.9876
0.511,0.9876
0.526,0.9876
0.540,0.9876
0.554,0.9876
0.567,0.9876
0.582,0.9876
0.595,0.9876
0.609,0.9876
0.623,0.9876
0.637,0.9876
0.650,0.9876
0.665,0.9876
0.679,0.9876
0.692,0.9876
0.706,0.9876
0.720,0.9876
0.734,0.9797
0.758,0.9772
0.780,0.9772
0.789,0.9772
0.803,0.9772
0.817,0.9772
0.830,0.9772
0.845,0.9772
0.859,0.9772
0.872,0.9772
0.886,0.9772
0.900,0.9772
0.915,0.9772
0.928,0.9772
0.942,0.9772
0.956,0.9772
0.970,0.9772
0.984,0.9772
0.998,0.9772
1.011,0.9772
1.026,0.9772
1.039,0.9772
1.053,0.9659
1.071,0.9650
1.082,0.9650
1.095,0.9650
1.108,0.9650
1.123,0.9622
1.138,0.9622
1.150,0.9622
1.165,0.9622
1.179,0.9622
1.192,0.9622
1.206,0.9622
1.220,0.9622
1.234,0.9509
1.254,0.9456
1.264,0.9456
1.276,0.9456
1.289,0.9431
1.304,0.9431
1.317,0.9431
1.330,0.9431
1.345,0.9431
1.359,0.9387
1.374,0.9373
1.388,0.9357
1.402,0.9357
1.415,0.9357
1.427,0.9357
1.442,0.9357
1.456,0.9350
1.469,0.9350
1.483,0.9350
1.497,0.9350
1.511,0.9350
1.525,0.9350
1.539,0.9350
1.553,0.9350
1.567,0.9341
1.582,0.9332
1.595,0.9332
1.608,0.9327
1.623,0.9327
1.637,0.9327
1.650,0.9327
1.664,0.9316
1.679,0.9304
1.693,0.9302
1.706,0.9302
1.720,0.9302
1.734,0.9302
1.747,0.9295
1.762,0.9295
1.776,0.9293
1.789,0.9293
1.803,0.9293
1.817,0.9293
1.830,0.9293
1.845,0.9293
1.859,0.9284
1.873,0.9258
1.888,0.9258
1.900,0.9228
1.916,0.9226
1.928,0.9226
1.942,0.9226
1.956,0.9226
1.969,0.9221
1.984,0.9214
1.998,0.9210
2.012,0.9203
2.026,0.9203
2.039,0.9194
2.053,0.9164
2.068,0.9127
2.083,0.9125
2.095,0.9125
2.108,0.9125
2.122,0.9125
2.136,0.9111
2.151,0.9090
2.165,0.9090
2.178,0.9079
2.192,0.9067
2.206,0.9065
2.220,0.9065
2.234,0.9065
2.247,0.9065
2.262,0.9046
2.276,0.9039
2.289,0.9026
2.303,0.9016
2.317,0.9009
2.331,0.9000
2.345,0.9000
2.358,0.9000
2.372,0.9000
2.386,0.8996
2.401,0.8993
2.414,0.8984
2.428,0.8975
2.443,0.8963
2.457,0.8959
2.469,0.8950
2.484,0.8938
2.498,0.8936
2.511,0.8936
2.525,0.8936
2.539,0.8936
2.552,0.8920
2.568,0.8894
2.582,0.8878
2.598,0.8869
2.611,0.8867
2.622,0.8844
2.637,0.8844
2.649,0.8844
2.663,0.8844
2.677,0.8844
2.691,0.8811
2.707,0.8798
2.720,0.8793
2.733,0.8781
2.748,0.8772
2.761,0.8768
2.775,0.8768
2.788,0.8768
2.802,0.8768
2.816,0.8761
2.831,0.8749
2.845,0.8747
2.858,0.8733
2.872,0.8712
2.887,0.8696
2.901,0.8666
2.915,0.8641
2.929,0.8641
2.941,0.8641
2.955,0.8641
2.968,0.8641
2.983,0.8622
2.997,0.8599
3.012,0.8579
3.026,0.8567
3.039,0.8556
3.053,0.8551
3.067,0.8551
3.080,0.8551
3.094,0.8551
3.108,0.8544
3.123,0.8535
3.137,0.8519
3.150,0.8510
3.164,0.8507
3.178,0.8503
3.191,0.8493
3.206,0.8484
3.220,0.8484
3.233,0.8484
3.247,0.8484
3.261,0.8484
3.275,0.8477
3.289,0.8470
3.304,0.8461
3.318,0.8452
3.331,0.8443
3.345,0.8438
3.359,0.8438
3.372,0.8438
3.386,0.8438
3.400,0.8424
3.415,0.8420
3.428,0.8420
3.442,0.8420
3.456,0.8420
3.469,0.8420
3.483,0.8420
3.497,0.8420
3.510,0.8420
3.525,0.8420
3.539,0.8420
3.553,0.8420
3.566,0.8420
3.581,0.8420
3.595,0.8390
3.609,0.8390
3.622,0.8341
3.638,0.8341
3.649,0.8341
3.664,0.8341
3.677,0.8341
3.691,0.8341
3.705,0.8341
3.719,0.8341
3.733,0.8341
3.747,0.8332
3.761,0.8332
3.775,0.8332
3.788,0.8332
3.803,0.8332
3.817,0.8332
3.830,0.8316
3.845,0.8316
3.858,0.8258
3.875,0.8249
3.887,0.8247
3.900,0.8247
3.914,0.8247
3.927,0.8247
3.941,0.8247
3.955,0.8247
3.968,0.8247
3.983,0.8247
3.997,0.8247
4.010,0.8247
4.025,0.8247
4.038,0.8185
4.055,0.8176
4.068,0.8173
4.080,0.8173
4.094,0.8173
4.107,0.8173
4.121,0.8164
4.137,0.8150
4.150,0.8150
4.163,0.8141
4.178,0.8134
4.191,0.8127
4.206,0.8127
4.219,0.8127
4.232,0.8127
4.247,0.8125
4.261,0.8116
4.275,0.8106
4.288,0.8100
4.303,0.8088
4.317,0.8079
4.330,0.8074
4.345,0.8067
4.359,0.8067
4.371,0.8067
4.386,0.8067
4.399,0.8067
4.413,0.8060
4.427,0.8051
4.442,0.8040
4.456,0.8033
4.470,0.8026
4.483,0.8017
4.498,0.8017
4.510,0.8017
4.525,0.8017
4.539,0.8017
4.552,0.8005
4.567,0.8000
4.581,0.7994
4.595,0.7984
4.608,0.7977
4.623,0.7971
4.636,0.7961
4.650,0.7959
4.665,0.7959
4.678,0.7959
4.691,0.7959
4.706,0.7950
4.720,0.7945
4.733,0.7938
4.747,0.7929
4.765,0.7918
4.779,0.7915
4.792,0.7915
4.802,0.7915
4.816,0.7915
4.830,0.7913
4.845,0.7894
4.859,0.7888
4.872,0.7878
4.887,0.7874
4.900,0.7867
4.914,0.7865
4.927,0.7865
4.942,0.7865
4.955,0.7865
4.969,0.7858
4.983,0.7839
4.999,0.7828
5.011,0.7818
5.025,0.7809
5.039,0.7805
5.053,0.7793
5.067,0.7779
5.081,0.7779
5.094,0.7779
5.108,0.7779
5.122,0.7779
5.136,0.7770
5.150,0.7756
5.165,0.7747
5.178,0.7729
5.192,0.7715
5.206,0.7713
5.219,0.7713
5.233,0.7713
5.246,0.7713
5.261,0.7696
5.276,0.7680
5.289,0.7676
5.303,0.7666
5.317,0.7660
5.330,0.7648
5.345,0.7639
5.359,0.7634
5.372,0.7634
5.386,0.7634
5.400,0.7634
5.414,0.7630
5.427,0.7611
5.443,0.7611
5.455,0.7602
5.471,0.7590
5.483,0.7574
5.497,0.7542
5.511,0.7542
5.524,0.7542
