ElapsedTime,PacketLossRate
0.000,0.9993
0.000,0.9984
0.013,0.9974
0.026,0.9965
0.040,0.9954
0.055,0.9937
0.068,0.9926
0.082,0.9917
0.096,0.9910
0.110,0.9900
0.124,0.9891
0.137,0.9886
0.150,0.9886
0.164,0.9886
0.178,0.9886
0.191,0.9886
0.205,0.9886
0.219,0.9886
0.233,0.9886
0.247,0.9886
0.261,0.9886
0.275,0.9886
0.289,0.9886
0.303,0.9886
0.317,0.9886
0.330,0.9886
0.344,0.9787
0.366,0.9787
0.372,0.9787
0.386,0.9787
0.400,0.9787
0.414,0.9787
0.427,0.9787
0.442,0.9787
0.456,0.9759
0.471,0.9759
0.484,0.9738
0.498,0.9703
0.513,0.9703
0.525,0.9682
0.541,0.9657
0.553,0.9657
0.567,0.9657
0.581,0.9657
0.594,0.9657
0.608,0.9645
0.623,0.9641
0.637,0.9638
0.650,0.9636
0.664,0.9636
0.678,0.9627
0.692,0.9627
0.706,0.9624
0.725,0.9624
0.734,0.9622
0.747,0.9622
0.761,0.9622
0.775,0.9617
0.789,0.9617
0.803,0.9617
0.817,0.9617
0.830,0.9617
0.845,0.9617
0.859,0.9617
0.872,0.9617
0.886,0.9617
0.900,0.9617
0.914,0.9617
0.927,0.9585
0.944,0.9585
0.956,0.9583
0.969,0.9580
0.984,0.9578
0.997,0.9578
1.011,0.9578
1.025,0.9578
1.039,0.9553
1.053,0.9553
1.067,0.9543
1.081,0.9534
1.095,0.9534
1.108,0.9527
1.123,0.9506
1.137,0.9497
1.150,0.9485
1.164,0.9471
1.179,0.9455
1.192,0.9444
1.206,0.9427
1.221,0.9413
1.234,0.9402
1.248,0.9381
1.262,0.9362
1.276,0.9351
1.289,0.9346
1.303,0.9339
1.317,0.9328
1.331,0.9316
1.345,0.9311
1.358,0.9307
1.372,0.9297
1.387,0.9291
1.400,0.9291
1.415,0.9291
1.427,0.9291
1.442,0.9291
1.455,0.9291
1.469,0.9286
1.483,0.9270
1.498,0.9258
1.511,0.9253
1.525,0.9253
1.539,0.9253
1.552,0.9253
1.566,0.9253
1.581,0.9251
1.594,0.9240
1.608,0.9223
1.623,0.9216
1.636,0.9212
1.649,0.9207
1.664,0.9195
1.679,0.9189
1.692,0.9179
1.706,0.9179
1.719,0.9170
1.734,0.9161
1.747,0.9149
1.762,0.9142
1.776,0.9142
1.788,0.9137
1.803,0.9126
1.817,0.9114
1.831,0.9107
1.845,0.9107
1.858,0.9103
1.872,0.9096
1.887,0.9084
1.900,0.9075
1.915,0.9068
1.928,0.9056
1.942,0.9047
1.956,0.9047
1.969,0.9047
1.983,0.9045
1.997,0.9038
2.011,0.9024
2.026,0.9010
2.040,0.9003
2.053,0.8998
2.067,0.8991
2.082,0.8984
2.095,0.8980
2.108,0.8975
2.123,0.8968
2.137,0.8968
2.149,0.8968
2.164,0.8959
2.178,0.8957
2.191,0.8940
2.206,0.8933
2.220,0.8929
2.234,0.8924
2.248,0.8908
2.262,0.8908
2.275,0.8901
2.290,0.8889
2.304,0.8880
2.317,0.8871
2.331,0.8871
2.344,0.8859
2.359,0.8852
2.372,0.8848
2.387,0.8836
2.401,0.8829
2.415,0.8820
2.428,0.8820
2.442,0.8808
2.457,0.8801
2.469,0.8792
2.484,0.8785
2.498,0.8776
2.512,0.8767
2.526,0.8757
2.539,0.8753
2.553,0.8743
2.567,0.8734
2.585,0.8727
2.598,0.8718
2.609,0.8704
2.623,0.8690
2.637,0.8688
2.650,0.8688
2.664,0.8688
2.678,0.8688
2.691,0.8681
2.706,0.8667
2.721,0.8667
2.733,0.8651
2.748,0.8639
2.762,0.8632
2.776,0.8632
2.788,0.8632
2.803,0.8632
2.817,0.8627
2.830,0.8613
2.846,0.8613
2.858,0.8607
2.873,0.8593
2.887,0.8583
2.901,0.8581
2.914,0.8572
2.928,0.8560
2.943,0.8553
2.956,0.8551
2.969,0.8551
2.983,0.8551
2.997,0.8549
3.011,0.8542
3.025,0.8532
3.040,0.8523
3.053,0.8521
3.067,0.8507
3.082,0.8498
3.095,0.8498
3.108,0.8495
3.123,0.8493
3.136,0.8481
3.150,0.8472
3.164,0.8454
3.180,0.8451
3.191,0.8442
3.206,0.8435
3.220,0.8430
3.233,0.8421
3.248,0.8416
3.261,0.8407
3.276,0.8398
3.289,0.8396
3.303,0.8382
3.318,0.8377
3.330,0.8368
3.345,0.8358
3.359,0.8351
3.372,0.8347
3.387,0.8340
3.400,0.8335
3.414,0.8328
3.428,0.8321
3.443,0.8312
3.456,0.8305
3.469,0.8294
3.484,0.8289
3.498,0.8282
3.512,0.8275
3.525,0.8266
3.539,0.8259
3.553,0.8252
3.567,0.8245
3.582,0.8236
3.595,0.8229
3.608,0.8222
3.623,0.8215
3.637,0.8205
3.650,0.8196
3.665,0.8192
3.678,0.8182
3.692,0.8178
3.706,0.8171
3.720,0.8161
3.734,0.8152
3.747,0.8141
3.762,0.8131
3.777,0.8124
3.790,0.8117
3.804,0.8113
3.817,0.8101
3.831,0.8094
3.846,0.8087
3.859,0.8078
3.872,0.8073
3.887,0.8066
3.901,0.8059
3.914,0.8050
3.928,0.8041
3.942,0.8038
3.956,0.8034
3.969,0.8022
3.984,0.8015
3.998,0.8008
4.012,0.7997
4.027,0.7990
4.040,0.7983
4.054,0.7971
4.068,0.7964
4.081,0.7955
4.095,0.7950
4.108,0.7941
4.123,0.7934
4.137,0.7927
4.150,0.7923
4.164,0.7911
4.179,0.7904
4.192,0.7897
4.206,0.7885
4.220,0.7872
4.234,0.7869
4.247,0.7862
4.263,0.7853
4.276,0.7846
4.289,0.7834
4.303,0.7825
4.318,0.7818
4.331,0.7814
4.345,0.7804
4.359,0.7795
4.372,0.7786
4.387,0.7779
4.401,0.7770
4.419,0.7763
4.431,0.7753
4.446,0.7746
4.456,0.7737
4.469,0.7730
4.483,0.7723
4.498,0.7716
4.511,0.7707
4.526,0.7700
4.539,0.7695
4.552,0.7691
4.567,0.7681
4.581,0.7672
4.595,0.7658
4.608,0.7649
4.623,0.7644
4.636,0.7637
4.650,0.7628
4.664,0.7619
4.679,0.7610
4.691,0.7600
4.706,0.7591
4.719,0.7586
4.733,0.7575
4.747,0.7566
4.761,0.7556
4.775,0.7547
4.790,0.7542
4.803,0.7533
4.817,0.7526
4.830,0.7519
4.844,0.7517
4.858,0.7508
4.872,0.7508
4.886,0.7508
4.900,0.7508
4.914,0.7508
4.927,0.7508
4.941,0.7508
4.956,0.7508
4.969,0.7508
4.983,0.7447
4.999,0.7438
5.011,0.7433
5.025,0.7426
5.039,0.7415
5.053,0.7408
5.067,0.7396
5.081,0.7389
5.095,0.7380
5.108,0.7368
5.123,0.7359
5.138,0.7355
5.150,0.7350
5.164,0.7338
5.181,0.7329
5.192,0.7317
5.206,0.7313
5.220,0.7306
5.234,0.7304
5.247,0.7294
5.262,0.7285
5.276,0.7273
5.289,0.7259
5.303,0.7252
5.318,0.7252
5.330,0.7252
5.345,0.7250
5.359,0.7250
5.372,0.7248
5.387,0.7241
5.401,0.7232
5.414,0.7225
5.428,0.7220
5.442,0.7215
5.456,0.7204
5.470,0.7192
5.484,0.7178
5.499,0.7178
5.510,0.7171
5.525,0.7160
5.539,0.7153
5.553,0.7141
5.567,0.7134
5.581,0.7118
5.596,0.7106
5.609,0.7099
5.623,0.7090
5.637,0.7079
5.650,0.7079
5.664,0.7076
5.678,0.7067
5.692,0.7058
5.706,0.7053
5.720,0.7044
5.733,0.7037
5.747,0.7025
5.762,0.7016
5.775,0.7007
5.789,0.6997
5.804,0.6986
5.816,0.6979
5.830,0.6972
5.844,0.6965
5.858,0.6958
5.872,0.6949
5.886,0.6939
5.903,0.6937
5.913,0.6937
5.927,0.6937
5.941,0.6937
5.955,0.6926
5.969,0.6914
5.983,0.6907
5.998,0.6895
6.011,0.6891
6.025,0.6884
6.040,0.6877
6.053,0.6863
6.067,0.6854
6.080,0.6844
6.095,0.6835
6.108,0.6826
6.123,0.6814
6.137,0.6807
6.150,0.6798
6.164,0.6786
6.178,0.6777
6.191,0.6768
6.206,0.6756
6.220,0.6747
6.233,0.6735
6.248,0.6731
6.261,0.6722
6.275,0.6719
6.288,0.6719
6.303,0.6719
6.316,0.6719
6.330,0.6719
6.344,0.6719
6.358,0.6671
6.374,0.6659
6.386,0.6650
6.400,0.6636
6.415,0.6631
6.427,0.6626
6.442,0.6622
6.456,0.6620
6.469,0.6610
6.484,0.6606
6.497,0.6596
6.511,0.6589
6.525,0.6587
6.539,0.6580
6.553,0.6566
6.567,0.6559
6.581,0.6545
6.596,0.6536
6.609,0.6536
6.622,0.6536
6.636,0.6536
6.649,0.6522
6.665,0.6518
6.678,0.6506
6.691,0.6499
6.705,0.6497
